/* DATA DESCRIPTION:
Citation:	Freitag, Johannes; Kipfstuhl, Sepp; Weißbach, Stefanie; Karlsson, Nanna Bjørnholt; Münch, Thomas; Hörhold, Maria (2021): Density profile of the NG2012 firn core [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.931739, 
0.475674490	10.890000000
0.475205343	10.895000000
0.475240406	10.900000000
0.475943133	10.905000000
0.477447840	10.910000000
0.479814134	10.915000000
0.482973857	10.920000000
0.486734811	10.925000000
0.490804915	10.930000000
0.494843194	10.935000000
0.498527075	10.940000000
0.501606496	10.945000000
0.503945783	10.950000000
0.505528025	10.955000000
0.506419937	10.960000000
0.506724803	10.965000000
0.506539229	10.970000000
0.505918190	10.975000000
0.504881870	10.980000000
0.503448642	10.985000000
0.501680462	10.990000000
0.499686744	10.995000000
0.497637486	11.000000000
0.495733473	11.005000000
0.494161669	11.010000000
0.493056049	11.015000000
0.492470944	11.020000000
0.492377892	11.025000000
0.492681286	11.030000000
0.493250167	11.035000000
0.493949206	11.040000000
0.494673563	11.045000000
0.495361032	11.050000000
0.495999270	11.055000000
0.496609735	11.060000000
0.497236180	11.065000000
0.497920297	11.070000000
0.498683965	11.075000000
0.499531134	11.080000000
0.500439086	11.085000000
0.501363332	11.090000000
0.502249981	11.095000000
0.503044566	11.100000000
0.503698817	11.105000000
0.504186469	11.110000000
0.504499472	11.115000000
0.504638819	11.120000000
0.504611788	11.125000000
0.504421235	11.130000000
0.504046529	11.135000000
0.503460984	11.140000000
0.502629628	11.145000000
0.501515259	11.150000000
0.500118759	11.155000000
0.498498732	11.160000000
0.496789534	11.165000000
0.495196022	11.170000000
0.493966955	11.175000000
0.493350692	11.180000000
0.493550292	11.185000000
0.494678854	11.190000000
0.496736274	11.195000000
0.499601667	11.200000000
0.503054806	11.205000000
0.506830061	11.210000000
0.510661996	11.215000000
0.514337256	11.220000000
0.517731713	11.225000000
0.520813734	11.230000000
0.523629485	11.235000000
0.526249970	11.240000000
0.528719382	11.245000000
0.531001147	11.250000000
0.532962795	11.255000000
0.534379036	11.260000000
0.534969627	11.265000000
0.534477009	11.270000000
0.532720396	11.275000000
0.529666513	11.280000000
0.525464825	11.285000000
0.520421491	11.290000000
0.514970218	11.295000000
0.509595567	11.300000000
0.504745159	11.305000000
0.500779530	11.310000000
0.497911049	11.315000000
0.496191801	11.320000000
0.495528458	11.325000000
0.495722001	11.330000000
0.496517203	11.335000000
0.497652449	11.340000000
0.498889485	11.345000000
0.500037331	11.350000000
0.500945716	11.355000000
0.501514466	11.360000000
0.501693995	11.365000000
0.501477440	11.370000000
0.500895236	11.375000000
0.500001733	11.380000000
0.498864907	11.385000000
0.497536249	11.390000000
0.496032982	11.395000000
0.494359582	11.400000000
0.492523746	11.405000000
0.490567639	11.410000000
0.488603300	11.415000000
0.486825688	11.420000000
0.485484787	11.425000000
0.484838299	11.430000000
0.485068746	11.435000000
0.486226694	11.440000000
0.488157884	11.445000000
0.490526971	11.450000000
0.492876656	11.455000000
0.494723528	11.460000000
0.495712774	11.465000000
0.495674326	11.470000000
0.494723043	11.475000000
0.493199879	11.480000000
0.491588178	11.485000000
0.490383423	11.490000000
0.489960993	11.495000000
0.490482456	11.500000000
0.491872867	11.505000000
0.493877219	11.510000000
0.496150343	11.515000000
0.498380932	11.520000000
0.500374038	11.525000000
0.502080010	11.530000000
0.503562175	11.535000000
0.504931795	11.540000000
0.506276564	11.545000000
0.507628181	11.550000000
0.508952427	11.555000000
0.510166682	11.560000000
0.511173052	11.565000000
0.511884913	11.570000000
0.512244124	11.575000000
0.512211911	11.580000000
0.511765556	11.585000000
0.510902585	11.590000000
0.509630377	11.595000000
0.507994349	11.600000000
0.506093247	11.605000000
0.504088832	11.610000000
0.502196397	11.615000000
0.500651757	11.620000000
0.499680192	11.625000000
0.499438777	11.630000000
0.499992319	11.635000000
0.501296126	11.640000000
0.503197738	11.645000000
0.505461004	11.650000000
0.507801916	11.655000000
0.509931910	11.660000000
0.511602796	11.665000000
0.512626438	11.670000000
0.512931635	11.675000000
0.512552702	11.680000000
0.511614195	11.685000000
0.510320318	11.690000000
0.508908758	11.695000000
0.507604617	11.700000000
0.506560829	11.705000000
0.505865404	11.710000000
0.505498953	11.715000000
0.505370711	11.720000000
0.505339491	11.725000000
0.505244323	11.730000000
0.504960561	11.735000000
0.504425409	11.740000000
0.503647108	11.745000000
0.502709498	11.750000000
0.501752030	11.755000000
0.500947279	11.760000000
0.500479396	11.765000000
0.500497705	11.770000000
0.501089782	11.775000000
0.502255218	11.780000000
0.503888652	11.785000000
0.505796813	11.790000000
0.507724518	11.795000000
0.509423124	11.800000000
0.510680754	11.805000000
0.511349719	11.810000000
0.511378348	11.815000000
0.510789882	11.820000000
0.509674046	11.825000000
0.508162669	11.830000000
0.506405830	11.835000000
0.504559170	11.840000000
0.502766132	11.845000000
0.501148722	11.850000000
0.499800506	11.855000000
0.498781493	11.860000000
0.498123341	11.865000000
0.497839852	11.870000000
0.497944006	11.875000000
0.498462839	11.880000000
0.499444366	11.885000000
0.500946467	11.890000000
0.503007655	11.895000000
0.505627391	11.900000000
0.508739594	11.905000000
0.512212160	11.910000000
0.515870766	11.915000000
0.519530084	11.920000000
0.523024783	11.925000000
0.526236496	11.930000000
0.529104442	11.935000000
0.531612578	11.940000000
0.533771397	11.945000000
0.535576723	11.950000000
0.537011723	11.955000000
0.538002746	11.960000000
0.538436138	11.965000000
0.538173749	11.970000000
0.537091784	11.975000000
0.535121918	11.980000000
0.532276719	11.985000000
0.528681615	11.990000000
0.524562650	11.995000000
0.520220935	12.000000000
0.515996047	12.005000000
0.512214176	12.010000000
0.509133099	12.015000000
0.506901355	12.020000000
0.505545998	12.025000000
0.504956704	12.030000000
0.504918017	12.035000000
0.505148037	12.040000000
0.505361401	12.045000000
0.505332795	12.050000000
0.504956162	12.055000000
0.504263207	12.060000000
0.503446657	12.065000000
0.502786652	12.070000000
0.502572459	12.075000000
0.503011385	12.080000000
0.504145328	12.085000000
0.505833599	12.090000000
0.507774453	12.095000000
0.509579740	12.100000000
0.510878752	12.105000000
0.511412724	12.110000000
0.511086997	12.115000000
0.509989614	12.120000000
0.508355478	12.125000000
0.506500642	12.130000000
0.504745841	12.135000000
0.503345251	12.140000000
0.502455517	12.145000000
0.502133759	12.150000000
0.502351085	12.155000000
0.503016793	12.160000000
0.504009710	12.165000000
0.505209544	12.170000000
0.506511046	12.175000000
0.507836967	12.180000000
0.509147768	12.185000000
0.510439698	12.190000000
0.511736039	12.195000000
0.513065314	12.200000000
0.514445216	12.205000000
0.515854367	12.210000000
0.517243392	12.215000000
0.518524323	12.220000000
0.519587169	12.225000000
0.520323650	12.230000000
0.520642320	12.235000000
0.520486473	12.240000000
0.519851325	12.245000000
0.518775055	12.250000000
0.517335458	12.255000000
0.515625324	12.260000000
0.513729568	12.265000000
0.511708086	12.270000000
0.509579118	12.275000000
0.507329591	12.280000000
0.504924366	12.285000000
0.502338028	12.290000000
0.499588663	12.295000000
0.496776655	12.300000000
0.494072231	12.305000000
0.491719555	12.310000000
0.489988305	12.315000000
0.489126282	12.320000000
0.489299040	12.325000000
0.490537307	12.330000000
0.492732010	12.335000000
0.495642354	12.340000000
0.498946698	12.345000000
0.502310789	12.350000000
0.505458116	12.355000000
0.508224935	12.360000000
0.510583206	12.365000000
0.512617817	12.370000000
0.514478751	12.375000000
0.516316109	12.380000000
0.518222592	12.385000000
0.520197381	12.390000000
0.522154992	12.395000000
0.523962983	12.400000000
0.525483196	12.405000000
0.526620767	12.410000000
0.527349643	12.415000000
0.527722411	12.420000000
0.527849806	12.425000000
0.527873219	12.430000000
0.527928795	12.435000000
0.528114907	12.440000000
0.528479378	12.445000000
0.529015120	12.450000000
0.529657594	12.455000000
0.530298935	12.460000000
0.530809843	12.465000000
0.531055580	12.470000000
0.530922887	12.475000000
0.530315912	12.480000000
0.529208788	12.485000000
0.527655333	12.490000000
0.525791024	12.495000000
0.523824675	12.500000000
0.522013807	12.505000000
0.520598462	12.510000000
0.519760221	12.515000000
0.519577542	12.520000000
0.520018592	12.525000000
0.520958993	12.530000000
0.522230934	12.535000000
0.523653952	12.540000000
0.525076226	12.545000000
0.526386293	12.550000000
0.527513677	12.555000000
0.528417260	12.560000000
0.529083232	12.565000000
0.529521177	12.570000000
0.529759357	12.575000000
0.529838424	12.580000000
0.529805555	12.585000000
0.529705622	12.590000000
0.529562574	12.595000000
0.529388994	12.600000000
0.529183064	12.605000000
0.528909896	12.610000000
0.528530713	12.615000000
0.528007117	12.620000000
0.527311981	12.625000000
0.526441036	12.630000000
0.525419773	12.635000000
0.524311327	12.640000000
0.523232301	12.645000000
0.522321381	12.650000000
0.521729066	12.655000000
0.521558940	12.660000000
0.521850963	12.665000000
0.522551656	12.670000000
0.523507680	12.675000000
0.524507436	12.680000000
0.525354160	12.685000000
0.525909078	12.690000000
0.526130502	12.695000000
0.526076913	12.700000000
0.525873744	12.705000000
0.525660573	12.710000000
0.525535692	12.715000000
0.525520130	12.720000000
0.525568143	12.725000000
0.525594459	12.730000000
0.525530670	12.735000000
0.525368220	12.740000000
0.525180388	12.745000000
0.525111220	12.750000000
0.525321570	12.755000000
0.525924288	12.760000000
0.526927249	12.765000000
0.528212745	12.770000000
0.529551143	12.775000000
0.530673698	12.780000000
0.531356009	12.785000000
0.531495115	12.790000000
0.531130765	12.795000000
0.530446377	12.800000000
0.529720749	12.805000000
0.529254103	12.810000000
0.529297621	12.815000000
0.530002048	12.820000000
0.531401157	12.825000000
0.533416487	12.830000000
0.535904957	12.835000000
0.538690485	12.840000000
0.541601494	12.845000000
0.544486084	12.850000000
0.547215955	12.855000000
0.549677033	12.860000000
0.551772504	12.865000000
0.553427396	12.870000000
0.554602115	12.875000000
0.555313212	12.880000000
0.555640355	12.885000000
0.555713453	12.890000000
0.555689739	12.895000000
0.555722941	12.900000000
0.555924857	12.905000000
0.556340713	12.910000000
0.556936786	12.915000000
0.557611331	12.920000000
0.558220853	12.925000000
0.558612594	12.930000000
0.558662634	12.935000000
0.558303268	12.940000000
0.557536981	12.945000000
0.556432574	12.950000000
0.555106584	12.955000000
0.553692202	12.960000000
0.552305217	12.965000000
0.551022608	12.970000000
0.549869788	12.975000000
0.548823885	12.980000000
0.547832990	12.985000000
0.546841061	12.990000000
0.545809564	12.995000000
0.544737670	13.000000000
0.543647599	13.005000000
0.542568864	13.010000000
0.541535235	13.015000000
0.540537551	13.020000000
0.539521746	13.025000000
0.538406363	13.030000000
0.537086219	13.035000000
0.535456629	13.040000000
0.533466186	13.045000000
0.531130805	13.050000000
0.528539138	13.055000000
0.525838773	13.060000000
0.523208040	13.065000000
0.520821464	13.070000000
0.518801335	13.075000000
0.517204292	13.080000000
0.516018888	13.085000000
0.515184277	13.090000000
0.514611401	13.095000000
0.514237891	13.100000000
0.514009320	13.105000000
0.513915937	13.110000000
0.513972125	13.115000000
0.514194394	13.120000000
0.514585209	13.125000000
0.515119596	13.130000000
0.515749821	13.135000000
0.516410691	13.140000000
0.517043264	13.145000000
0.517615267	13.150000000
0.518123304	13.155000000
0.518591361	13.160000000
0.519039783	13.165000000
0.519468011	13.170000000
0.519825876	13.175000000
0.520025414	13.180000000
0.519968253	13.185000000
0.519574620	13.190000000
0.518834411	13.195000000
0.517810970	13.200000000
0.516649045	13.205000000
0.515542041	13.210000000
0.514695557	13.215000000
0.514291750	13.220000000
0.514448162	13.225000000
0.515197938	13.230000000
0.516485629	13.235000000
0.518175645	13.240000000
0.520074589	13.245000000
0.521967951	13.250000000
0.523655727	13.255000000
0.524964693	13.260000000
0.525783913	13.265000000
0.526068683	13.270000000
0.525838165	13.275000000
0.525165186	13.280000000
0.524178809	13.285000000
0.523049606	13.290000000
0.521957910	13.295000000
0.521070492	13.300000000
0.520493709	13.305000000
0.520241538	13.310000000
0.520225383	13.315000000
0.520257543	13.320000000
0.520099298	13.325000000
0.519527112	13.330000000
0.518391833	13.335000000
0.516677540	13.340000000
0.514496445	13.345000000
0.512057188	13.350000000
0.509606805	13.355000000
0.507352206	13.360000000
0.505444459	13.365000000
0.503931922	13.370000000
0.502792899	13.375000000
0.501970003	13.380000000
0.501403934	13.385000000
0.501051934	13.390000000
0.500902344	13.395000000
0.500973148	13.400000000
0.501297599	13.405000000
0.501908649	13.410000000
0.502814077	13.415000000
0.503985204	13.420000000
0.505346242	13.425000000
0.506794476	13.430000000
0.508223018	13.435000000
0.509560923	13.440000000
0.510778931	13.445000000
0.511924704	13.450000000
0.513095582	13.455000000
0.514406228	13.460000000
0.515953077	13.465000000
0.517778348	13.470000000
0.519847579	13.475000000
0.522052873	13.480000000
0.524229145	13.485000000
0.526189296	13.490000000
0.527764106	13.495000000
0.528841238	13.500000000
0.529399331	13.505000000
0.529514681	13.510000000
0.529344953	13.515000000
0.529097734	13.520000000
0.528985263	13.525000000
0.529177525	13.530000000
0.529769334	13.535000000
0.530767971	13.540000000
0.532108470	13.545000000
0.533676895	13.550000000
0.535341374	13.555000000
0.536981017	13.560000000
0.538500044	13.565000000
0.539831681	13.570000000
0.540933717	13.575000000
0.541776899	13.580000000
0.542340562	13.585000000
0.542602544	13.590000000
0.542562276	13.595000000
0.542224285	13.600000000
0.541627185	13.605000000
0.540840908	13.610000000
0.539974693	13.615000000
0.539157713	13.620000000
0.538536306	13.625000000
0.538241396	13.630000000
0.538364342	13.635000000
0.538939201	13.640000000
0.539932286	13.645000000
0.541230951	13.650000000
0.542673726	13.655000000
0.544068386	13.660000000
0.545235432	13.665000000
0.546055595	13.670000000
0.546472856	13.675000000
0.546514462	13.680000000
0.546268426	13.685000000
0.545842778	13.690000000
0.545325097	13.695000000
0.544753020	13.700000000
0.544103274	13.705000000
0.543335221	13.710000000
0.542424739	13.715000000
0.541403122	13.720000000
0.540372390	13.725000000
0.539506933	13.730000000
0.538991930	13.735000000
0.538962116	13.740000000
0.539461123	13.745000000
0.540411895	13.750000000
0.541636132	13.755000000
0.542892032	13.760000000
0.543932875	13.765000000
0.544565426	13.770000000
0.544666346	13.775000000
0.544217078	13.780000000
0.543293728	13.785000000
0.542043300	13.790000000
0.540639024	13.795000000
0.539229702	13.800000000
0.537904351	13.805000000
0.536682187	13.810000000
0.535517973	13.815000000
0.534357013	13.820000000
0.533176454	13.825000000
0.532021354	13.830000000
0.531007212	13.835000000
0.530294922	13.840000000
0.530043651	13.845000000
0.530369944	13.850000000
0.531313567	13.855000000
0.532826323	13.860000000
0.534779603	13.865000000
0.536977215	13.870000000
0.539192770	13.875000000
0.541202641	13.880000000
0.542812829	13.885000000
0.543876418	13.890000000
0.544304941	13.895000000
0.544075451	13.900000000
0.543230987	13.905000000
0.541874630	13.910000000
0.540168757	13.915000000
0.538311282	13.920000000
0.536514292	13.925000000
0.534977322	13.930000000
0.533864624	13.935000000
0.533289656	13.940000000
0.533308379	13.945000000
0.533918441	13.950000000
0.535061006	13.955000000
0.536624080	13.960000000
0.538450381	13.965000000
0.540344918	13.970000000
0.542096440	13.975000000
0.543503817	13.980000000
0.544397392	13.985000000
0.544659744	13.990000000
0.544238513	13.995000000
0.543142461	14.000000000
0.541434284	14.005000000
0.539218048	14.010000000
0.536622120	14.015000000
0.533789368	14.020000000
0.530872996	14.025000000
0.528032150	14.030000000
0.525423681	14.035000000
0.523191139	14.040000000
0.521448759	14.045000000
0.520271679	14.050000000
0.519660475	14.055000000
0.519549890	14.060000000
0.519808924	14.065000000
0.520259619	14.070000000
0.520701847	14.075000000
0.520952937	14.080000000
0.520879655	14.085000000
0.520424871	14.090000000
0.519616664	14.095000000
0.518563456	14.100000000
0.517429847	14.105000000
0.516396949	14.110000000
0.515619495	14.115000000
0.515186470	14.120000000
0.515104483	14.125000000
0.515288352	14.130000000
0.515593105	14.135000000
0.515860472	14.140000000
0.515950966	14.145000000
0.515786016	14.150000000
0.515367997	14.155000000
0.514774935	14.160000000
0.514130221	14.165000000
0.513564576	14.170000000
0.513171655	14.175000000
0.512974599	14.180000000
0.512921415	14.185000000
0.512907287	14.190000000
0.512818445	14.195000000
0.512584614	14.200000000
0.512213119	14.205000000
0.511800429	14.210000000
0.511485226	14.215000000
0.511422374	14.220000000
0.511727183	14.225000000
0.512447512	14.230000000
0.513540705	14.235000000
0.514899517	14.240000000
0.516373801	14.245000000
0.517799035	14.250000000
0.519012298	14.255000000
0.519879105	14.260000000
0.520303147	14.265000000
0.520243007	14.270000000
0.519726644	14.275000000
0.518858065	14.280000000
0.517813298	14.285000000
0.516815345	14.290000000
0.516096586	14.295000000
0.515844541	14.300000000
0.516170596	14.305000000
0.517076876	14.310000000
0.518463750	14.315000000
0.520154165	14.320000000
0.521924027	14.325000000
0.523557930	14.330000000
0.524870551	14.335000000
0.525736083	14.340000000
0.526081011	14.345000000
0.525909479	14.350000000
0.525279805	14.355000000
0.524290073	14.360000000
0.523061680	14.365000000
0.521720257	14.370000000
0.520357677	14.375000000
0.519055128	14.380000000
0.517852462	14.385000000
0.516758703	14.390000000
0.515778014	14.395000000
0.514902559	14.400000000
0.514145615	14.405000000
0.513531621	14.410000000
0.513100457	14.415000000
0.512883175	14.420000000
0.512901307	14.425000000
0.513166830	14.430000000
0.513688324	14.435000000
0.514472559	14.440000000
0.515521523	14.445000000
0.516827443	14.450000000
0.518350314	14.455000000
0.520017394	14.460000000
0.521739578	14.465000000
0.523403575	14.470000000
0.524909333	14.475000000
0.526190417	14.480000000
0.527226406	14.485000000
0.528046843	14.490000000
0.528725813	14.495000000
0.529367704	14.500000000
0.530080247	14.505000000
0.530934724	14.510000000
0.531940747	14.515000000
0.533030285	14.520000000
0.534055373	14.525000000
0.534812409	14.530000000
0.535082176	14.535000000
0.534676469	14.540000000
0.533478940	14.545000000
0.531471516	14.550000000
0.528735109	14.555000000
0.525428094	14.560000000
0.521769766	14.565000000
0.517994666	14.570000000
0.514328159	14.575000000
0.510969095	14.580000000
0.508079681	14.585000000
0.505779360	14.590000000
0.504148925	14.595000000
0.503236862	14.600000000
0.503056980	14.605000000
0.503585991	14.610000000
0.504772690	14.615000000
0.506543002	14.620000000
0.508811972	14.625000000
0.511480330	14.630000000
0.514459107	14.635000000
0.517675701	14.640000000
0.521081717	14.645000000
0.524653009	14.650000000
0.528382282	14.655000000
0.532273116	14.660000000
0.536323179	14.665000000
0.540504172	14.670000000
0.544746911	14.675000000
0.548936137	14.680000000
0.552910988	14.685000000
0.556472412	14.690000000
0.559420420	14.695000000
0.561582852	14.700000000
0.562829599	14.705000000
0.563113041	14.710000000
0.562465530	14.715000000
0.560992778	14.720000000
0.558839341	14.725000000
0.556169117	14.730000000
0.553130297	14.735000000
0.549846161	14.740000000
0.546414699	14.745000000
0.542909568	14.750000000
0.539410989	14.755000000
0.536003726	14.760000000
0.532794468	14.765000000
0.529889827	14.770000000
0.527405627	14.775000000
0.525432825	14.780000000
0.524035038	14.785000000
0.523229826	14.790000000
0.522994504	14.795000000
0.523278876	14.800000000
0.524025362	14.805000000
0.525191968	14.810000000
0.526761295	14.815000000
0.528735654	14.820000000
0.531115356	14.825000000
0.533874020	14.830000000
0.536940762	14.835000000
0.540197595	14.840000000
0.543492497	14.845000000
0.546662101	14.850000000
0.549558460	14.855000000
0.552084537	14.860000000
0.554194677	14.865000000
0.555893206	14.870000000
0.557216953	14.875000000
0.558214203	14.880000000
0.558926801	14.885000000
0.559363775	14.890000000
0.559509537	14.895000000
0.559335979	14.900000000
0.558824578	14.905000000
0.557987888	14.910000000
0.556879575	14.915000000
0.555579212	14.920000000
0.554187791	14.925000000
0.552803647	14.930000000
0.551509509	14.935000000
0.550363535	14.940000000
0.549403640	14.945000000
0.548656141	14.950000000
0.548130401	14.955000000
0.547817948	14.960000000
0.547677776	14.965000000
0.547627602	14.970000000
0.547550861	14.975000000
0.547297879	14.980000000
0.546716254	14.985000000
0.545677561	14.990000000
0.544108671	14.995000000
0.542020809	15.000000000
0.539512033	15.005000000
0.536757057	15.010000000
0.533989330	15.015000000
0.531475098	15.020000000
0.529476272	15.025000000
0.528241441	15.030000000
0.527957692	15.035000000
0.528696848	15.040000000
0.530416737	15.045000000
0.532928361	15.050000000
0.535925598	15.055000000
0.539014976	15.060000000
0.541799299	15.065000000
0.543931159	15.070000000
0.545195370	15.075000000
0.545522229	15.080000000
0.544996212	15.085000000
0.543818058	15.090000000
0.542255418	15.095000000
0.540587556	15.100000000
0.539061477	15.105000000
0.537862768	15.110000000
0.537094998	15.115000000
0.536794284	15.120000000
0.536929343	15.125000000
0.537426723	15.130000000
0.538192223	15.135000000
0.539116461	15.140000000
0.540085752	15.145000000
0.540997641	15.150000000
0.541757725	15.155000000
0.542285968	15.160000000
0.542526977	15.165000000
0.542455909	15.170000000
0.542086065	15.175000000
0.541470763	15.180000000
0.540697449	15.185000000
0.539872998	15.190000000
0.539107304	15.195000000
0.538495314	15.200000000
0.538096120	15.205000000
0.537930486	15.210000000
0.537977006	15.215000000
0.538178448	15.220000000
0.538462156	15.225000000
0.538757321	15.230000000
0.539014306	15.235000000
0.539226188	15.240000000
0.539421652	15.245000000
0.539658152	15.250000000
0.539996147	15.255000000
0.540474399	15.260000000
0.541090056	15.265000000
0.541793501	15.270000000
0.542496659	15.275000000
0.543080727	15.280000000
0.543434640	15.285000000
0.543470778	15.290000000
0.543148166	15.295000000
0.542455222	15.300000000
0.541434698	15.305000000
0.540156210	15.310000000
0.538708984	15.315000000
0.537171915	15.320000000
0.535609772	15.325000000
0.534096434	15.330000000
0.532704868	15.335000000
0.531508407	15.340000000
0.530579918	15.345000000
0.529969119	15.350000000
0.529680863	15.355000000
0.529678035	15.360000000
0.529885808	15.365000000
0.530208956	15.370000000
0.530566800	15.375000000
0.530922668	15.380000000
0.531309001	15.385000000
0.531825157	15.390000000
0.532607435	15.395000000
0.533788384	15.400000000
0.535441498	15.405000000
0.537545564	15.410000000
0.539972570	15.415000000
0.542515731	15.420000000
0.544934840	15.425000000
0.547020759	15.430000000
0.548635746	15.435000000
0.549735601	15.440000000
0.550363495	15.445000000
0.550625845	15.450000000
0.550656428	15.455000000
0.550576566	15.460000000
0.550464964	15.465000000
0.550342004	15.470000000
0.550175113	15.475000000
0.549897157	15.480000000
0.549442019	15.485000000
0.548769602	15.490000000
0.547886537	15.495000000
0.546849985	15.500000000
0.545751026	15.505000000
0.544689097	15.510000000
0.543753971	15.515000000
0.542999516	15.520000000
0.542449273	15.525000000
0.542089057	15.530000000
0.541876010	15.535000000
0.541749761	15.540000000
0.541646357	15.545000000
0.541501602	15.550000000
0.541265793	15.555000000
0.540900742	15.560000000
0.540393961	15.565000000
0.539768882	15.570000000
0.539088366	15.575000000
0.538457393	15.580000000
0.538012499	15.585000000
0.537907985	15.590000000
0.538278593	15.595000000
0.539195483	15.600000000
0.540639663	15.605000000
0.542485153	15.610000000
0.544504113	15.615000000
0.546411958	15.620000000
0.547914305	15.625000000
0.548777222	15.630000000
0.548876874	15.635000000
0.548235525	15.640000000
0.547014368	15.645000000
0.545475373	15.650000000
0.543925154	15.655000000
0.542646998	15.660000000
0.541842077	15.665000000
0.541603038	15.670000000
0.541896893	15.675000000
0.542596085	15.680000000
0.543513972	15.685000000
0.544463419	15.690000000
0.545304681	15.695000000
0.545969832	15.700000000
0.546464739	15.705000000
0.546845936	15.710000000
0.547182776	15.715000000
0.547518539	15.720000000
0.547846261	15.725000000
0.548106379	15.730000000
0.548213586	15.735000000
0.548092264	15.740000000
0.547713847	15.745000000
0.547128842	15.750000000
0.546452187	15.755000000
0.545846112	15.760000000
0.545474931	15.765000000
0.545469996	15.770000000
0.545896910	15.775000000
0.546743635	15.780000000
0.547933099	15.785000000
0.549340572	15.790000000
0.550815654	15.795000000
0.552209808	15.800000000
0.553392930	15.805000000
0.554273495	15.810000000
0.554805801	15.815000000
0.554993869	15.820000000
0.554887177	15.825000000
0.554571584	15.830000000
0.554149858	15.835000000
0.553722323	15.840000000
0.553377906	15.845000000
0.553186632	15.850000000
0.553203384	15.855000000
0.553471548	15.860000000
0.554032636	15.865000000
0.554929885	15.870000000
0.556194763	15.875000000
0.557822368	15.880000000
0.559752377	15.885000000
0.561843948	15.890000000
0.563881636	15.895000000
0.565590646	15.900000000
0.566690061	15.905000000
0.566946696	15.910000000
0.566227531	15.915000000
0.564546513	15.920000000
0.562065391	15.925000000
0.559069659	15.930000000
0.555913666	15.935000000
0.552955544	15.940000000
0.550495721	15.945000000
0.548734034	15.950000000
0.547752789	15.955000000
0.547524568	15.960000000
0.547946164	15.965000000
0.548873854	15.970000000
0.550160231	15.975000000
0.551687060	15.980000000
0.553366006	15.985000000
0.555126346	15.990000000
0.556902589	15.995000000
0.558607919	16.000000000
0.560132416	16.004999000
0.561343471	16.010000000
0.562110987	16.014999000
0.562338710	16.020000000
0.561998263	16.025000000
0.561148500	16.030001000
0.559927793	16.035000000
0.558534452	16.040001000
0.557199382	16.045000000
0.556145204	16.049999000
0.555548510	16.055000000
0.555517226	16.059999000
0.556077731	16.065001000
0.557175631	16.070000000
0.558683465	16.075001000
0.560417719	16.080000000
0.562156070	16.084999000
0.563666483	16.090000000
0.564747118	16.094999000
0.565245428	16.100000000
0.565082101	16.105000000
0.564252145	16.110001000
0.562832265	16.115000000
0.560950136	16.120001000
0.558759589	16.125000000
0.556425152	16.129999000
0.554106308	16.135000000
0.551942815	16.139999000
0.550051540	16.145000000
0.548523743	16.150000000
0.547415132	16.155001000
0.546743911	16.160000000
0.546490533	16.165001000
0.546603397	16.170000000
0.547002986	16.174999000
0.547587296	16.180000000
0.548244801	16.184999000
0.548873760	16.190001000
0.549392364	16.195000000
0.549744288	16.200001000
0.549902735	16.205000000
0.549862749	16.209999000
0.549634463	16.215000000
0.549238707	16.219999000
0.548699315	16.225000000
0.548057256	16.230000000
0.547356126	16.235001000
0.546646894	16.240000000
0.545984555	16.245001000
0.545417575	16.250000000
0.544994130	16.254999000
0.544736377	16.260000000
0.544647993	16.264999000
0.544717845	16.270000000
0.544915069	16.275000000
0.545201269	16.280001000
0.545522423	16.285000000
0.545809402	16.290001000
0.545989576	16.295000000
0.546009734	16.299999000
0.545835722	16.305000000
0.545465324	16.309999000
0.544919972	16.315001000
0.544238215	16.320000000
0.543449185	16.325001000
0.542568285	16.330000000
0.541594223	16.334999000
0.540511521	16.340000000
0.539300607	16.344999000
0.537964033	16.350000000
0.536521481	16.355000000
0.535034746	16.360001000
0.533584170	16.365000000
0.532256867	16.370001000
0.531121614	16.375000000
0.530216178	16.379999000
0.529535337	16.385000000
0.529046479	16.389999000
0.528700095	16.395000000
0.528450309	16.400000000
0.528269368	16.405001000
0.528150728	16.410000000
0.528129823	16.415001000
0.528266436	16.420000000
0.528628943	16.424999000
0.529281840	16.430000000
0.530250166	16.434999000
0.531499861	16.440001000
0.532939025	16.445000000
0.534426193	16.450001000
0.535804164	16.455000000
0.536937130	16.459999000
0.537736687	16.465000000
0.538186143	16.469999000
0.538330954	16.475000000
0.538263084	16.480000000
0.538103540	16.485001000
0.537968780	16.490000000
0.537944470	16.495001000
0.538083490	16.500000000
0.538393004	16.504999000
0.538836985	16.510000000
0.539354262	16.514999000
0.539864456	16.520000000
0.540292428	16.525000000
0.540585743	16.530001000
0.540736326	16.535000000
0.540784823	16.540001000
0.540818657	16.545000000
0.540956732	16.549999000
0.541318772	16.555000000
0.541991281	16.559999000
0.543001554	16.565001000
0.544279264	16.570000000
0.545681578	16.575001000
0.547007060	16.580000000
0.548030672	16.584999000
0.548568279	16.590000000
0.548508517	16.594999000
0.547853474	16.600000000
0.546713642	16.605000000
0.545290433	16.610001000
0.543824223	16.615000000
0.542547617	16.620001000
0.541635427	16.625000000
0.541172407	16.629999000
0.541151404	16.635000000
0.541492956	16.639999000
0.542092440	16.645000000
0.542848454	16.650000000
0.543694815	16.655001000
