/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core NGRIP [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824867, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	North Greenland Ice Core Project (NGRIP) (URI: https://en.wikipedia.org/wiki/North_Greenland_Ice_Core_Project)
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM DEPTH, ice/snow: 8 m * MAXIMUM DEPTH, ice/snow: 3082 m
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	15986 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
708	4.03698		3.79797	0.04022	0.2292	0.7261	49.20
709	4.04299		3.80386	0.04383	0.2180	0.7257	49.20
710	4.04931		3.81079	0.04198	0.2182	0.7252	49.19
711	4.05563		3.81804	0.03932	0.2153	0.7248	49.19
712	4.06204		3.82494	0.04340	0.1968	0.7244	49.18
713	4.06905		3.83178	0.03908	0.1643	0.7240	49.18
714	4.07746		3.83878	0.04235	0.2015	0.7236	49.17
715	4.08432		3.84556	0.03843	0.2114	0.7232	49.17
716	4.09086		3.85239	0.04982	0.1788	0.7228	49.16
717	4.09860		3.85970	0.04186	0.1948	0.7224	49.16
718	4.10570		3.86743	0.05043	0.2167	0.7221	49.15
719	4.11209		3.87517	0.04057	0.1826	0.7217	49.15
720	4.11968		3.88277	0.04160	0.1730	0.7214	49.14
721	4.12769		3.88968	0.04542	0.2414	0.7210	49.14
722	4.13344		3.89703	0.03766	0.1954	0.7207	49.13
723	4.14054		3.90391	0.04124	0.1612	0.7203	49.13
724	4.14915		3.91060	0.03556	0.1866	0.7200	49.12
725	4.15659		3.91695	0.03680	0.1753	0.7197	49.12
726	4.16452		3.92308	0.03631	0.2050	0.7193	49.11
727	4.17130		3.92922	0.04047	0.2114	0.7190	49.11
728	4.17788		3.93580	0.04822	0.1852	0.7187	49.10
729	4.18540		3.94351	0.05199	0.2026	0.7183	49.10
730	4.19227		3.95206	0.04543	0.2146	0.7180	49.09
731	4.19876		3.95998	0.03265	0.1929	0.7177	49.09
732	4.20598		3.96599	0.03447	0.1966	0.7174	49.08
733	4.21307		3.97172	0.03827	0.1541	0.7170	49.08
734	4.22212		3.97803	0.04324	0.1945	0.7166	49.07
735	4.22930		3.98515	0.03365	0.2321	0.7162	49.07
736	4.23531		3.99109	0.03286	0.2062	0.7158	49.06
737	4.24209		3.99666	0.03780	0.2095	0.7154	49.06
738	4.24876		4.00295	0.03488	0.2295	0.7149	49.06
739	4.25486		4.00890	0.03845	0.1944	0.7145	49.06
740	4.26206		4.01536	0.04792	0.1728	0.7141	49.05
741	4.27016		4.02340	0.04047	0.2100	0.7137	49.05
742	4.27684		4.03029	0.03626	0.2205	0.7133	49.05
743	4.28320		4.03706	0.03815	0.2055	0.7129	49.05
744	4.29002		4.04320	0.03813	0.1743	0.7125	49.05
745	4.29807		4.04965	0.03866	0.1962	0.7121	49.05
746	4.30523		4.05610	0.04234	0.1859	0.7117	49.05
747	4.31279		4.06268	0.05073	0.2330	0.7113	49.05
748	4.31882		4.06998	0.04142	0.1834	0.7109	49.05
749	4.32649		4.07835	0.03950	0.1780	0.7105	49.05
750	4.33440		4.08529	0.04669	0.1997	0.7101	49.05
751	4.34145		4.09216	0.04286	0.2488	0.7098	49.05
752	4.34711		4.09992	0.03855	0.1965	0.7094	49.05
753	4.35428		4.10702	0.04575	0.2028	0.7090	49.05
754	4.36124		4.11381	0.04831	0.2204	0.7086	49.05
755	4.36764		4.12165	0.03463	0.2032	0.7082	49.05
756	4.37459		4.12923	0.04278	0.1971	0.7078	49.04
757	4.38176		4.13549	0.05183	0.1745	0.7074	49.04
758	4.38986		4.14322	0.04479	0.1714	0.7069	49.04
759	4.39811		4.15164	0.04766	0.1946	0.7065	49.03
760	4.40538		4.15943	0.04077	0.2395	0.7061	49.03
761	4.41130		4.16710	0.03954	0.1907	0.7057	49.02
762	4.41873		4.17396	0.04516	0.1760	0.7053	49.02
763	4.42678		4.18110	0.04128	0.1596	0.7049	49.01
764	4.43567		4.18851	0.03897	0.1830	0.7045	49.01
765	4.44343		4.19537	0.04337	0.1999	0.7040	49.00
766	4.45053		4.20239	0.04254	0.1870	0.7036	48.99
767	4.45813		4.20972	0.05428	0.1644	0.7032	48.99
768	4.46678		4.21808	0.04301	0.1694	0.7028	48.98
769	4.47518		4.22628	0.03605	0.1868	0.7023	48.97
770	4.48281		4.23293	0.04057	0.1890	0.7019	48.97
771	4.49035		4.23958	0.03994	0.1936	0.7015	48.96
772	4.49771		4.24646	0.03647	0.1917	0.7011	48.95
773	4.50515		4.25291	0.04304	0.1948	0.7006	48.95
774	4.51248		4.25993	0.04842	0.2252	0.7002	48.94
775	4.51882		4.26797	0.03984	0.2069	0.6998	48.94
776	4.52573		4.27520	0.03795	0.2113	0.6993	48.93
777	4.53250		4.28179	0.04073	0.1861	0.6989	48.93
778	4.54018		4.28868	0.04803	0.2161	0.6984	48.93
779	4.54681		4.29668	0.04268	0.2061	0.6980	48.93
780	4.55376		4.30416	0.04504	0.1828	0.6975	48.93
781	4.56160		4.31183	0.03595	0.2230	0.6971	48.93
782	4.56804		4.31819	0.04569	0.2207	0.6966	48.93
783	4.57454		4.32585	0.04708	0.1999	0.6962	48.93
784	4.58172		4.33391	0.04197	0.1657	0.6957	48.93
785	4.59040		4.34116	0.03371	0.2045	0.6953	48.93
786	4.59743		4.34700	0.04139	0.2280	0.6948	48.93
787	4.60375		4.35430	0.03810	0.2051	0.6944	48.93
788	4.61077		4.36138	0.04132	0.1900	0.6939	48.93
789	4.61835		4.36795	0.04261	0.2138	0.6935	48.93
790	4.62510		4.37505	0.04813	0.1814	0.6931	48.93
791	4.63305		4.38245	0.04899	0.1558	0.6927	48.93
792	4.64232		4.39074	0.04317	0.1930	0.6922	48.93
793	4.64980		4.39904	0.03510	0.1846	0.6918	48.93
794	4.65763		4.40626	0.04409	0.2192	0.6914	48.93
795	4.66423		4.41256	0.04779	0.1761	0.6910	48.93
796	4.67245		4.42027	0.05270	0.1843	0.6906	48.92
797	4.68031		4.42867	0.04596	0.2323	0.6902	48.92
798	4.68654		4.43748	0.04208	0.2510	0.6899	48.92
799	4.69232		4.44523	0.04499	0.1636	0.6895	48.91
800	4.70118		4.45263	0.05117	0.1575	0.6891	48.91
801	4.71039		4.46071	0.04968	0.2714	0.6887	48.90
802	4.71574		4.46947	0.04508	0.2092	0.6884	48.90
803	4.72269		4.47779	0.04456	0.2362	0.6880	48.89
804	4.72884		4.48556	0.04348	0.2129	0.6876	48.88
805	4.73567		4.49320	0.04391	0.2290	0.6872	48.88
806	4.74203		4.50076	0.04319	0.1910	0.6869	48.87
807	4.74965		4.50832	0.03733	0.2013	0.6865	48.86
808	4.75689		4.51537	0.04058	0.1908	0.6862	48.85
809	4.76453		4.52213	0.03973	0.2040	0.6858	48.84
810	4.77167		4.52914	0.04512	0.1663	0.6854	48.83
811	4.78045		4.53657	0.03889	0.2066	0.6850	48.82
812	4.78751		4.54388	0.04077	0.1816	0.6846	48.81
813	4.79556		4.55086	0.04595	0.1890	0.6842	48.80
814	4.80329		4.55854	0.03768	0.1843	0.6838	48.79
815	4.81123		4.56568	0.03808	0.2326	0.6834	48.79
816	4.81752		4.57233	0.04206	0.2122	0.6830	48.78
817	4.82442		4.57946	0.05078	0.1892	0.6827	48.77
818	4.83216		4.58788	0.04116	0.1881	0.6823	48.76
819	4.83995		4.59556	0.03696	0.1840	0.6819	48.75
820	4.84792		4.60221	0.04111	0.1807	0.6816	48.74
821	4.85604		4.60921	0.04439	0.1841	0.6812	48.73
822	4.86401		4.61684	0.03948	0.1789	0.6809	48.73
823	4.87222		4.62390	0.04654	0.1782	0.6805	48.72
824	4.88047		4.63180	0.05419	0.2073	0.6802	48.72
825	4.88756		4.64105	0.04377	0.1903	0.6798	48.71
826	4.89529		4.64893	0.04578	0.1733	0.6795	48.71
827	4.90379		4.65688	0.03857	0.2061	0.6791	48.70
828	4.91093		4.66373	0.04800	0.2031	0.6788	48.70
829	4.91818		4.67199	0.04587	0.1827	0.6784	48.70
830	4.92625		4.68002	0.03639	0.1879	0.6780	48.70
831	4.93410		4.68643	0.05168	0.2323	0.6777	48.69
832	4.94045		4.69233	0.05367	0.2319	0.6773	48.69
833	4.94682		4.70137	0.03119	0.1822	0.6769	48.69
834	4.95493		4.71061	0.04047	0.1764	0.6765	48.69
835	4.96331		4.71615	0.03587	0.2021	0.6761	48.69
836	4.97063		4.72316	0.03982	0.2700	0.6757	48.70
837	4.97611		4.72949	0.03704	0.1966	0.6753	48.70
838	4.98364		4.73639	0.04443	0.1888	0.6749	48.70
839	4.99148		4.74302	0.04217	0.2049	0.6745	48.70
840	4.99872		4.75072	0.04453	0.2202	0.6741	48.71
841	5.00546		4.75815	0.04165	0.1925	0.6737	48.71
842	5.01317		4.76583	0.05111	0.1782	0.6733	48.72
843	5.02151		4.77342	0.04117	0.2092	0.6729	48.72
844	5.02861		4.78198	0.04685	0.1830	0.6724	48.73
845	5.03674		4.78940	0.04502	0.2150	0.6720	48.73
846	5.04366		4.79750	0.04620	0.2045	0.6716	48.74
847	5.05094		4.80542	0.03661	0.2603	0.6712	48.74
848	5.05666		4.81302	0.04011	0.2357	0.6707	48.75
849	5.06299		4.81960	0.04499	0.2266	0.6703	48.75
850	5.06957		4.82689	0.04526	0.2155	0.6699	48.76
851	5.07650		4.83479	0.04627	0.1959	0.6695	48.76
852	5.08413		4.84278	0.04712	0.1995	0.6691	48.76
853	5.09162		4.85096	0.04627	0.1816	0.6687	48.77
854	5.09985		4.85917	0.04764	0.2556	0.6683	48.77
855	5.10571		4.86739	0.04782	0.2536	0.6679	48.77
856	5.11161		4.87577	0.04109	0.1824	0.6675	48.77
857	5.11982		4.88366	0.04474	0.2296	0.6671	48.77
858	5.12635		4.89119	0.04913	0.2002	0.6667	48.77
859	5.13385		4.89945	0.04134	0.2195	0.6663	48.77
860	5.14068		4.90742	0.04198	0.1896	0.6659	48.76
861	5.14860		4.91476	0.04665	0.1854	0.6655	48.76
862	5.15671		4.92261	0.04534	0.2190	0.6651	48.76
863	5.16357		4.93071	0.03668	0.2067	0.6647	48.76
864	5.17085		4.93784	0.03675	0.2466	0.6643	48.76
865	5.17695		4.94432	0.04677	0.1867	0.6640	48.76
866	5.18502		4.95191	0.04833	0.2514	0.6636	48.76
867	5.19101		4.96035	0.04220	0.2085	0.6632	48.75
868	5.19825		4.96818	0.03162	0.1782	0.6628	48.75
869	5.20671		4.97438	0.04341	0.2049	0.6624	48.75
870	5.21408		4.98141	0.04524	0.2005	0.6620	48.75
871	5.22161		4.98931	0.04172	0.2129	0.6617	48.75
872	5.22871		4.99685	0.03887	0.1790	0.6613	48.75
873	5.23716		5.00384	0.04451	0.1956	0.6609	48.76
874	5.24490		5.01147	0.04812	0.1832	0.6605	48.76
875	5.25317		5.01983	0.04102	0.1942	0.6600	48.76
876	5.26097		5.02731	0.04692	0.1955	0.6596	48.76
877	5.26872		5.03540	0.03995	0.2027	0.6592	48.77
878	5.27621		5.04265	0.04200	0.1860	0.6588	48.77
879	5.28437		5.05002	0.03302	0.2067	0.6583	48.77
880	5.29171		5.05605	0.03647	0.1581	0.6579	48.77
881	5.30133		5.06244	0.03795	0.1935	0.6574	48.77
882	5.30919		5.06914	0.03989	0.2198	0.6570	48.77
883	5.31611		5.07619	0.04388	0.2874	0.6566	48.77
884	5.32141		5.08395	0.04307	0.1904	0.6561	48.77
885	5.32942		5.09161	0.03365	0.1729	0.6557	48.77
886	5.33824		5.09998	0.03392	0.2233	0.6553	48.76
887	5.34507		5.10597	0.04714	0.2193	0.6548	48.76
888	5.35204		5.11219	0.03748	0.2234	0.6544	48.75
889	5.35888		5.12045	0.04298	0.1925	0.6540	48.75
890	5.36682		5.12726	0.03922	0.2453	0.6536	48.74
891	5.37306		5.13486	0.04541	0.1687	0.6531	48.73
892	5.38213		5.14206	0.04643	0.1928	0.6527	48.72
893	5.39008		5.15024	0.03931	0.2041	0.6523	48.71
894	5.39759		5.15828	0.04165	0.2064	0.6519	48.69
895	5.40502		5.16544	0.03491	0.2384	0.6515	48.68
896	5.41146		5.17259	0.04610	0.2234	0.6511	48.67
897	5.41833		5.17947	0.03426	0.1881	0.6507	48.66
898	5.42650		5.18706	0.04128	0.1971	0.6503	48.64
899	5.43430		5.19367	0.04826	0.2063	0.6500	48.63
900	5.44176		5.20157	0.04196	0.2334	0.6496	48.62
901	5.44836		5.20980	0.04289	0.2064	0.6492	48.61
902	5.45582		5.21743	0.04043	0.1937	0.6488	48.60
903	5.46377		5.22495	0.04810	0.2007	0.6485	48.59
904	5.47146		5.23288	0.04403	0.2179	0.6481	48.58
905	5.47854		5.24116	0.04700	0.1988	0.6478	48.57
906	5.48630		5.24935	0.04436	0.1994	0.6474	48.56
907	5.49405		5.25753	0.04408	0.2145	0.6470	48.56
908	5.50126		5.26547	0.04256	0.2147	0.6467	48.56
909	5.50846		5.27321	0.04640	0.2560	0.6463	48.55
910	5.51450		5.28125	0.04180	0.1783	0.6460	48.55
911	5.52318		5.28904	0.05468	0.1744	0.6456	48.55
912	5.53206		5.29799	0.04472	0.1937	0.6452	48.56
913	5.54007		5.30659	0.03939	0.2009	0.6449	48.56
914	5.54779		5.31394	0.03015	0.2472	0.6445	48.57
915	5.55406		5.31983	0.04550	0.2163	0.6441	48.57
916	5.56124		5.32715	0.05011	0.1801	0.6437	48.58
917	5.56987		5.33587	0.03883	0.1909	0.6433	48.59
918	5.57801		5.34334	0.03955	0.2306	0.6429	48.59
919	5.58476		5.35037	0.03886	0.1624	0.6425	48.60
920	5.59435		5.35733	0.04512	0.2290	0.6421	48.61
921	5.60115		5.36514	0.03545	0.1948	0.6417	48.62
922	5.60915		5.37182	0.05154	0.2007	0.6413	48.63
923	5.61692		5.38046	0.04515	0.2133	0.6408	48.64
924	5.62423		5.38873	0.04266	0.1769	0.6404	48.65
925	5.63306		5.39642	0.04221	0.2145	0.6400	48.66
926	5.64034		5.40397	0.03656	0.1973	0.6396	48.66
927	5.64827		5.41065	0.03905	0.1562	0.6392	48.67
928	5.65828		5.41757	0.04637	0.2030	0.6388	48.68
929	5.66599		5.42573	0.04427	0.1917	0.6383	48.68
930	5.67417		5.43370	0.04229	0.2146	0.6379	48.69
931	5.68147		5.44131	0.03739	0.1788	0.6375	48.69
932	5.69024		5.44808	0.04229	0.2023	0.6371	48.70
933	5.69800		5.45564	0.04507	0.2303	0.6367	48.70
934	5.70482		5.46374	0.04011	0.2017	0.6363	48.70
935	5.71262		5.47157	0.04394	0.2093	0.6359	48.69
936	5.72013		5.47882	0.04382	0.1926	0.6355	48.69
937	5.72830		5.48675	0.04075	0.1940	0.6351	48.69
938	5.73642		5.49463	0.04071	0.2192	0.6347	48.68
939	5.74360		5.50199	0.03417	0.1793	0.6343	48.68
940	5.75240		5.50922	0.04905	0.1820	0.6338	48.67
941	5.76107		5.51579	0.05017	0.2004	0.6335	48.67
942	5.76895		5.52471	0.04521	0.2171	0.6331	48.66
943	5.77622		5.53363	0.04360	0.2029	0.6327	48.65
944	5.78401		5.54175	0.03545	0.2282	0.6323	48.64
945	5.79094		5.54930	0.04049	0.2054	0.6319	48.64
946	5.79865		5.55596	0.04862	0.2219	0.6316	48.63
947	5.80578		5.56372	0.04586	0.1909	0.6312	48.62
948	5.81408		5.57238	0.03799	0.1991	0.6309	48.62
949	5.82204		5.58024	0.05393	0.2097	0.6305	48.61
950	5.82960		5.58812	0.03825	0.2047	0.6301	48.61
951	5.83735		5.59687	0.04496	0.2762	0.6298	48.60
952	5.84310		5.60428	0.04364	0.2294	0.6294	48.60
953	5.85003		5.61235	0.04109	0.1745	0.6290	48.60
954	5.85914		5.62007	0.04957	0.2378	0.6286	48.60
955	5.86583		5.62820	0.04091	0.2294	0.6283	48.60
956	5.87277		5.63646	0.04449	0.1664	0.6279	48.60
957	5.88234		5.64418	0.05622	0.2224	0.6275	48.60
958	5.88950		5.65329	0.04326	0.1839	0.6271	48.61
959	5.89818		5.66229	0.04581	0.1674	0.6266	48.62
960	5.90771		5.67037	0.04094	0.1781	0.6262	48.62
961	5.91668		5.67820	0.04915	0.2262	0.6258	48.63
962	5.92374		5.68645	0.04347	0.1793	0.6253	48.64
963	5.93266		5.69477	0.03823	0.1933	0.6249	48.65
964	5.94094		5.70208	0.04370	0.2081	0.6244	48.66
965	5.94864		5.70959	0.04216	0.2127	0.6240	48.68
966	5.95617		5.71732	0.04585	0.2089	0.6236	48.69
967	5.96385		5.72536	0.04555	0.2482	0.6231	48.70
968	5.97032		5.73361	0.04033	0.1876	0.6227	48.71
969	5.97888		5.74121	0.04931	0.1769	0.6222	48.73
970	5.98796		5.74958	0.04864	0.2033	0.6218	48.74
971	5.99587		5.75840	0.04424	0.1715	0.6214	48.75
972	6.00526		5.76663	0.04087	0.2523	0.6209	48.77
973	6.01164		5.77418	0.04373	0.2220	0.6205	48.78
974	6.01890		5.78193	0.03888	0.1724	0.6201	48.79
975	6.02825		5.78918	0.04321	0.2451	0.6197	48.80
976	6.03484		5.79680	0.04004	0.2113	0.6193	48.81
977	6.04248		5.80417	0.04655	0.1800	0.6189	48.81
978	6.05146		5.81233	0.04463	0.1832	0.6185	48.82
979	6.06029		5.82049	0.04239	0.1692	0.6181	48.82
980	6.06985		5.82825	0.04344	0.2080	0.6177	48.82
981	6.07763		5.83611	0.03223	0.2156	0.6174	48.83
982	6.08515		5.84228	0.03880	0.1764	0.6170	48.83
983	6.09434		5.84917	0.05100	0.1996	0.6166	48.83
984	6.10246		5.85818	0.03747	0.2722	0.6162	48.82
985	6.10843		5.86526	0.03885	0.2581	0.6158	48.82
986	6.11472		5.87232	0.05353	0.2202	0.6155	48.82
987	6.12209		5.88192	0.04008	0.1601	0.6151	48.81
988	6.13225		5.88934	0.04847	0.1669	0.6147	48.81
989	6.14200		5.89816	0.05007	0.1876	0.6143	48.80
990	6.15068		5.90790	0.03945	0.2260	0.6139	48.80
991	6.15788		5.91698	0.04975	0.1864	0.6136	48.79
992	6.16663		5.92432	0.04617	0.1833	0.6132	48.78
993	6.17553		5.93339	0.04289	0.2310	0.6128	48.78
994	6.18259		5.94179	0.04199	0.2115	0.6124	48.77
995	6.19031		5.94963	0.04277	0.1941	0.6120	48.77
996	6.19873		5.95736	0.03602	0.2003	0.6116	48.76
997	6.20689		5.96499	0.04764	0.2212	0.6112	48.76
998	6.21429		5.97201	0.05052	0.2568	0.6109	48.75
999	6.22066		5.98087	0.04398	0.2609	0.6105	48.75
1000	6.22694		5.98987	0.05214	0.1785	0.6101	48.75
1001	6.23613		5.99833	0.03547	0.2057	0.6097	48.74
1002	6.24410		6.00706	0.04032	0.2254	0.6093	48.74
1003	6.25138		6.01385	0.05190	0.2077	0.6089	48.74
1004	6.25929		6.02194	0.03654	0.1974	0.6085	48.73
1005	6.26762		6.03053	0.04239	0.2076	0.6081	48.73
1006	6.27554		6.03765	0.04977	0.2034	0.6077	48.73
1007	6.28363		6.04597	0.04892	0.2078	0.6073	48.72
1008	6.29155		6.05508	0.05299	0.2255	0.6069	48.72
1009	6.29886		6.06441	0.04313	0.2447	0.6065	48.72
1010	6.30559		6.07338	0.04161	0.2765	0.6061	48.71
1011	6.31156		6.08120	0.05087	0.2217	0.6057	48.71
1012	6.31901		6.08972	0.04498	0.1983	0.6053	48.70
1013	6.32734		6.09856	0.03302	0.1687	0.6049	48.70
1014	6.33714		6.10570	0.03482	0.2205	0.6045	48.69
1015	6.34464		6.11199	0.04080	0.1973	0.6041	48.68
1016	6.35303		6.11906	0.05611	0.2078	0.6037	48.68
1017	6.36100		6.12831	0.05386	0.2280	0.6033	48.67
1018	6.36827		6.13845	0.04793	0.2123	0.6029	48.67
1019	6.37609		6.14772	0.03981	0.1842	0.6025	48.66
1020	6.38510		6.15559	0.04828	0.2231	0.6021	48.66
1021	6.39254		6.16405	0.04909	0.2023	0.6017	48.65
1022	6.40075		6.17310	0.03898	0.1585	0.6013	48.65
1023	6.41125		6.18082	0.04257	0.2320	0.6009	48.65
1024	6.41842		6.18855	0.04640	0.2182	0.6004	48.64
1025	6.42606		6.19699	0.04496	0.1837	0.6000	48.64
1026	6.43513		6.20538	0.04073	0.1876	0.5996	48.64
1027	6.44402		6.21307	0.03510	0.1716	0.5992	48.64
1028	6.45374		6.21975	0.03456	0.2127	0.5988	48.64
1029	6.46160		6.22617	0.05048	0.1850	0.5983	48.64
1030	6.47063		6.23517	0.04381	0.2682	0.5979	48.64
1031	6.47687		6.24343	0.04001	0.1914	0.5975	48.65
1032	6.48561		6.25091	0.04343	0.1909	0.5970	48.65
1033	6.49438		6.25894	0.04571	0.2020	0.5966	48.65
1034	6.50268		6.26741	0.04349	0.1881	0.5962	48.65
1035	6.51160		6.27549	0.04346	0.2048	0.5958	48.65
1036	6.51979		6.28374	0.04008	0.2236	0.5953	48.66
1037	6.52730		6.29180	0.03695	0.2409	0.5949	48.66
1038	6.53428		6.29922	0.03272	0.2030	0.5945	48.66
1039	6.54257		6.30604	0.04080	0.1778	0.5940	48.66
1040	6.55203		6.31227	0.04561	0.2507	0.5936	48.66
1041	6.55876		6.31997	0.05363	0.1712	0.5932	48.66
1042	6.56860		6.32868	0.04105	0.2248	0.5928	48.66
1043	6.57611		6.33833	0.04590	0.2322	0.5924	48.65
1044	6.58338		6.34615	0.04358	0.2323	0.5920	48.65
1045	6.59065		6.35464	0.03974	0.2081	0.5916	48.65
1046	6.59878		6.36263	0.04267	0.1953	0.5911	48.64
1047	6.60744		6.37020	0.04919	0.2258	0.5907	48.63
1048	6.61493		6.37851	0.04064	0.1864	0.5903	48.63
1049	6.62402		6.38727	0.04482	0.1999	0.5899	48.62
1050	6.63250		6.39514	0.05722	0.2233	0.5895	48.61
1051	6.64010		6.40432	0.03911	0.2332	0.5891	48.61
1052	6.64738		6.41385	0.04159	0.2036	0.5887	48.60
1053	6.65572		6.42137	0.04941	0.2027	0.5884	48.59
1054	6.66411		6.42978	0.04839	0.2543	0.5880	48.59
1055	6.67079		6.43898	0.05291	0.2202	0.5876	48.58
1056	6.67852		6.44846	0.04274	0.2146	0.5872	48.57
1057	6.68646		6.45750	0.04912	0.2467	0.5868	48.57
1058	6.69337		6.46612	0.03393	0.2169	0.5864	48.56
1059	6.70123		6.47389	0.04752	0.1975	0.5860	48.56
1060	6.70987		6.48161	0.04769	0.2164	0.5856	48.56
1061	6.71776		6.49055	0.04510	0.1995	0.5852	48.56
1062	6.72632		6.49922	0.04844	0.2295	0.5849	48.56
1063	6.73377		6.50805	0.04451	0.2089	0.5845	48.56
1064	6.74196		6.51668	0.04079	0.1879	0.5841	48.56
1065	6.75107		6.52459	0.03789	0.1882	0.5837	48.56
1066	6.76017		6.53188	0.04500	0.1993	0.5833	48.56
1067	6.76878		6.53986	0.05136	0.2703	0.5829	48.57
1068	6.77512		6.54910	0.03648	0.1922	0.5826	48.57
1069	6.78405		6.55678	0.05340	0.1975	0.5822	48.57
1070	6.79275		6.56586	0.04069	0.2140	0.5818	48.58
1071	6.80079		6.57414	0.03940	0.2022	0.5814	48.58
1072	6.80929		6.58158	0.03940	0.2074	0.5810	48.59
1073	6.81759		6.58897	0.04398	0.2000	0.5807	48.59
1074	6.82620		6.59702	0.04689	0.2221	0.5803	48.60
1075	6.83396		6.60569	0.04060	0.2266	0.5799	48.60
1076	6.84157		6.61354	0.04920	0.2168	0.5795	48.61
1077	6.84953		6.62247	0.04591	0.1852	0.5792	48.62
1078	6.85885		6.63118	0.04113	0.2273	0.5788	48.62
1079	6.86645		6.63902	0.03942	0.2605	0.5784	48.63
1080	6.87309		6.64645	0.04516	0.2335	0.5781	48.63
1081	6.88049		6.65478	0.04538	0.2450	0.5777	48.64
1082	6.88756		6.66329	0.03622	0.1999	0.5774	48.64
1083	6.89622		6.67023	0.04184	0.1794	0.5770	48.65
1084	6.90588		6.67798	0.04297	0.1730	0.5766	48.65
1085	6.91591		6.68602	0.03742	0.1988	0.5763	48.66
1086	6.92464		6.69308	0.04257	0.1844	0.5759	48.67
1087	6.93406		6.70102	0.04677	0.1935	0.5755	48.67
